Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	SSE	SST	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	Lambda	
1044000	253.710583	1	0.162066378097	-0.000028665056	-0.022060744804	0.000767494316	0.000514070817	0.442090026840	0.022552601782	0.040423370915	0.006235	0.000017	0.005954	0.000760	1.000000000000	
1045000	255.763098	1	0.166799325685	0.000023964991	-0.025860311621	0.000737037969	0.000469251152	0.489704479563	0.020627865086	0.040423370890	0.005957	0.000016	0.005689	0.000726	1.000000000000	
1046000	255.441097	1	0.162995676734	-0.000016883435	-0.027552724219	0.000096879140	0.000476014974	0.488174286476	0.020689720649	0.040423370890	0.006000	0.000016	0.005729	0.000732	1.000000000000	
1047000	255.488092	1	0.166600785954	0.000024778379	-0.024239410046	0.000062751704	0.000475021769	0.482766349264	0.020908327700	0.040423370890	0.005994	0.000016	0.005723	0.000731	1.000000000000	
1048000	256.295460	1	0.168604693947	-0.000014984853	-0.029966338559	0.001041183916	0.000458278738	0.497631761802	0.020307417616	0.040423370890	0.005887	0.000016	0.005622	0.000718	1.000000000000	
1049000	256.786880	1	0.166470772777	-0.000002038809	-0.032466088620	0.001478757677	0.000448378044	0.502104127940	0.020126629514	0.040423370915	0.005823	0.000015	0.005561	0.000710	1.000000000000	
1050000	254.346205	1	0.155817362396	-0.000007601907	-0.024513040026	0.001387918355	0.000499751580	0.476441748912	0.021163989380	0.040423370915	0.006148	0.000016	0.005870	0.000750	1.000000000000	
1051000	254.931488	1	0.163937515456	-0.000000894498	-0.022744571678	-0.000643195427	0.000486919395	0.473803755511	0.021270625965	0.040423370915	0.006069	0.000016	0.005795	0.000740	1.000000000000	
1052000	254.694265	1	0.159019216699	0.000001080866	-0.021332248798	-0.000741950241	0.000492080251	0.468174233968	0.021498190203	0.040423370915	0.006101	0.000016	0.005825	0.000744	1.000000000000	
1053000	255.466712	1	0.172612678925	0.000004069112	-0.038201678058	0.001918354234	0.000475473363	0.496439031765	0.020355631797	0.040423370915	0.005997	0.000016	0.005726	0.000731	1.000000000000	
1054000	253.295488	1	0.161521523469	-0.000032178441	-0.024988421317	-0.000279865741	0.000523642757	0.448116183216	0.022309004228	0.040423370915	0.006293	0.000017	0.006009	0.000767	1.000000000000	
1055000	251.025139	1	0.152186902674	0.000022207493	-0.034696548141	0.001617492109	0.000579238362	0.488610189478	0.020672099980	0.040423370890	0.006619	0.000018	0.006320	0.000807	1.000000000000	
1056000	255.674362	1	0.156923805651	0.000021824678	-0.022229171757	0.000514800933	0.000471105458	0.488226087344	0.020687626696	0.040423370915	0.005969	0.000016	0.005700	0.000728	1.000000000000	
1057000	256.794165	1	0.166352451210	-0.000000334304	-0.033316747477	0.001464889824	0.000448232883	0.504504053661	0.020029616426	0.040423370915	0.005822	0.000015	0.005560	0.000710	1.000000000000	
1058000	254.622511	1	0.166729936889	-0.000002256333	-0.026891751314	0.001537763064	0.000493652044	0.481191947439	0.020971970343	0.040423370915	0.006110	0.000016	0.005835	0.000745	1.000000000000	
1059000	255.235786	1	0.170220190536	0.000017508075	-0.026658451271	0.000923778138	0.000480378442	0.499764253140	0.020221215140	0.040423370915	0.006028	0.000016	0.005756	0.000735	1.000000000000	
1060000	256.254634	1	0.170793762794	0.000008660866	-0.029003418967	0.000499112068	0.000459111044	0.509870053997	0.019812704604	0.040423370915	0.005893	0.000016	0.005627	0.000718	1.000000000000	
1061000	256.041593	1	0.159295073371	0.000003687579	-0.031028331156	0.000916006536	0.000463478770	0.513005072683	0.019685976568	0.040423370890	0.005921	0.000016	0.005653	0.000722	1.000000000000	
1062000	253.299395	1	0.150494652101	0.000030259547	-0.019640215938	0.000361468875	0.000523551830	0.454611606385	0.022046437314	0.040423370890	0.006293	0.000017	0.006009	0.000767	1.000000000000	
1063000	253.599255	1	0.152933334377	0.000025961449	-0.017983741949	-0.000664161947	0.000516620692	0.444313962540	0.022462702805	0.040423370915	0.006251	0.000017	0.005969	0.000762	1.000000000000	
1064000	256.781391	1	0.164442695356	-0.000005844242	-0.025224971260	0.000197597145	0.000448487429	0.502163154304	0.020124243469	0.040423370915	0.005824	0.000015	0.005561	0.000710	1.000000000000	
1065000	254.611167	1	0.160113846014	0.000024782764	-0.020225321970	0.000538068738	0.000493900982	0.472568090860	0.021320575682	0.040423370890	0.006112	0.000016	0.005836	0.000745	1.000000000000	
1066000	256.697636	1	0.160963257323	-0.000003363813	-0.027702241584	0.001173491829	0.000450160024	0.504623415966	0.020024791399	0.040423370915	0.005835	0.000015	0.005572	0.000711	1.000000000000	
1067000	255.201423	1	0.164520530076	-0.000005216764	-0.020646461391	-0.000550161624	0.000481112660	0.472891942924	0.021307484504	0.040423370915	0.006032	0.000016	0.005760	0.000735	1.000000000000	
1068000	256.613549	1	0.164633400570	0.000006240402	-0.028848532199	0.000335176936	0.000451845512	0.507915988296	0.019891694514	0.040423370890	0.005846	0.000016	0.005582	0.000713	1.000000000000	
1069000	255.659108	1	0.158093764711	0.000017678898	-0.029603652645	0.001340826611	0.000471424952	0.492349791961	0.020520932655	0.040423370915	0.005971	0.000016	0.005702	0.000728	1.000000000000	
1070000	255.538885	1	0.170753146075	0.000018987844	-0.035055346794	0.001058914641	0.000473950623	0.505827592720	0.019976114516	0.040423370915	0.005987	0.000016	0.005717	0.000730	1.000000000000	
1071000	255.265036	1	0.172813146157	0.000004608359	-0.026757672058	0.000318184901	0.000479754354	0.508249952331	0.019878194575	0.040423370915	0.006024	0.000016	0.005752	0.000734	1.000000000000	
1072000	255.430164	1	0.160158620151	-0.000007721162	-0.021276590405	-0.000506494188	0.000476246312	0.473586418801	0.021279411434	0.040423370890	0.006002	0.000016	0.005731	0.000732	1.000000000000	
1073000	255.593218	1	0.156436604004	0.000011260883	-0.021150207927	0.000642462681	0.000472807511	0.506072986925	0.019966194842	0.040423370890	0.005980	0.000016	0.005710	0.000729	1.000000000000	
1074000	256.875674	1	0.161907905095	0.000008672341	-0.027347601160	0.000382600245	0.000446612046	0.508276068676	0.019877138864	0.040423370915	0.005812	0.000015	0.005550	0.000709	1.000000000000	
1075000	256.199180	1	0.167897748939	0.000016056779	-0.025441011478	0.000409006890	0.000460243966	0.502392528108	0.020114971394	0.040423370890	0.005900	0.000016	0.005634	0.000719	1.000000000000	
1076000	252.133823	1	0.166816335199	-0.000016992801	-0.029085766340	-0.000509658097	0.000551388293	0.473691106883	0.021275179603	0.040423370915	0.006458	0.000017	0.006166	0.000787	1.000000000000	
1077000	257.043095	1	0.165261360184	-0.000003201196	-0.029143341724	0.001132140201	0.000443301178	0.507712250874	0.019899930268	0.040423370890	0.005790	0.000015	0.005529	0.000706	1.000000000000	
1078000	252.475007	1	0.156741921743	0.000035657599	-0.017056842932	-0.000989381145	0.000543090251	0.411017677773	0.023808650874	0.040423370915	0.006409	0.000017	0.006120	0.000781	1.000000000000	
1079000	257.043273	1	0.167387446381	-0.000000472453	-0.031990697221	0.001169605049	0.000443297674	0.510332766466	0.019794000194	0.040423370890	0.005790	0.000015	0.005529	0.000706	1.000000000000	
1080000	256.971958	1	0.163265028470	0.000006078424	-0.030128685297	0.000751611162	0.000444704944	0.512680802679	0.019699084667	0.040423370915	0.005800	0.000015	0.005538	0.000707	1.000000000000	
1081000	255.976526	1	0.161680955284	0.000019269649	-0.021293889700	-0.000062791731	0.000464821021	0.484335905264	0.020844880956	0.040423370890	0.005929	0.000016	0.005662	0.000723	1.000000000000	
1082000	255.048166	1	0.163086130110	-0.000015462023	-0.021839418268	-0.000464191874	0.000484400899	0.466850378720	0.021551704894	0.040423370915	0.006053	0.000016	0.005780	0.000738	1.000000000000	
1083000	253.811200	1	0.155345006989	0.000025214803	-0.030002356637	0.001617832576	0.000511777100	0.464321057116	0.021653948600	0.040423370915	0.006222	0.000017	0.005941	0.000759	1.000000000000	
1084000	256.344848	1	0.165341960701	-0.000017550639	-0.027213652772	0.000540489105	0.000457273918	0.493171425972	0.020487719426	0.040423370890	0.005881	0.000016	0.005615	0.000717	1.000000000000	
1085000	256.476164	1	0.157417105717	0.000001148892	-0.021677198576	0.000315331257	0.000454612904	0.509571891461	0.019824757339	0.040423370915	0.005864	0.000016	0.005599	0.000715	1.000000000000	
1086000	256.723506	1	0.160033776053	0.000004313012	-0.021959075055	0.000239987081	0.000449642740	0.507619517512	0.019903678875	0.040423370915	0.005832	0.000015	0.005568	0.000711	1.000000000000	
1087000	256.448015	1	0.167128320514	-0.000005456497	-0.034200078166	0.001166453842	0.000455182025	0.509297085115	0.019835865938	0.040423370915	0.005867	0.000016	0.005603	0.000715	1.000000000000	
1088000	251.979643	1	0.161743818950	0.000053027203	-0.022248152589	0.000394579816	0.000555179610	0.390839262762	0.024624330413	0.040423370890	0.006480	0.000017	0.006187	0.000790	1.000000000000	
1089000	255.697906	1	0.170002437299	-0.000004383291	-0.028950921567	0.001309248895	0.000470612745	0.500951916355	0.020173205790	0.040423370915	0.005966	0.000016	0.005697	0.000727	1.000000000000	
1090000	256.516660	1	0.163699001232	-0.000001768891	-0.025029380175	-0.000029151878	0.000453795435	0.498089191088	0.020288926795	0.040423370915	0.005859	0.000016	0.005594	0.000714	1.000000000000	
1091000	257.041545	1	0.167030896373	0.000006140585	-0.030724891935	0.001207936118	0.000443331706	0.508649161705	0.019862057186	0.040423370915	0.005791	0.000015	0.005529	0.000706	1.000000000000	
1092000	255.705033	1	0.157230400412	-0.000006095695	-0.025659076217	0.001183204517	0.000470463699	0.497680214132	0.020305459022	0.040423370915	0.005965	0.000016	0.005696	0.000727	1.000000000000	
1093000	256.152334	1	0.163963477405	0.000015593761	-0.022741183968	-0.000099091385	0.000461203224	0.489853766082	0.020621830435	0.040423370915	0.005906	0.000016	0.005640	0.000720	1.000000000000	
1094000	250.863117	1	0.170848724479	0.000006412366	-0.036817415728	0.000110641085	0.000583424501	0.502419827491	0.020113867873	0.040423370915	0.006643	0.000018	0.006343	0.000810	1.000000000000	
1095000	255.248542	1	0.159072740228	0.000000161112	-0.024295361130	0.001260018859	0.000480106172	0.493334205659	0.020481139322	0.040423370890	0.006026	0.000016	0.005754	0.000735	1.000000000000	
1096000	255.332481	1	0.162162619289	0.000008159005	-0.020086569073	-0.000631540245	0.000478318424	0.470906812411	0.021387730171	0.040423370915	0.006015	0.000016	0.005743	0.000733	1.000000000000	
1097000	256.850216	1	0.169465264661	-0.000000652536	-0.031802183619	0.001129858726	0.000447117666	0.510786569718	0.019775655937	0.040423370890	0.005815	0.000015	0.005553	0.000709	1.000000000000	
1098000	255.884520	1	0.164306130618	0.000015004649	-0.025847648142	-0.000110800873	0.000466725642	0.492252263945	0.020524875066	0.040423370915	0.005941	0.000016	0.005673	0.000724	1.000000000000	
1099000	256.897141	1	0.159648547155	0.000000844705	-0.023229596052	0.000387245211	0.000446186147	0.510473613186	0.019788306707	0.040423370915	0.005809	0.000015	0.005547	0.000708	1.000000000000	
1100000	253.971644	1	0.161819471368	-0.000010911587	-0.035371559570	0.002349987296	0.000508140662	0.448187114735	0.022306136937	0.040423370915	0.006199	0.000016	0.005920	0.000756	1.000000000000	
1101000	252.488799	1	0.176619807999	-0.000015496922	-0.032625644207	0.000116660775	0.000542757450	0.493044385921	0.020492854826	0.040423370915	0.006407	0.000017	0.006118	0.000781	1.000000000000	
1102000	254.394882	1	0.161176615011	0.000027117438	-0.030167827994	0.001793075207	0.000498671588	0.446808207403	0.022361877020	0.040423370915	0.006141	0.000016	0.005864	0.000749	1.000000000000	
1103000	255.707037	1	0.155514109650	0.000015530097	-0.025255314245	0.000919244012	0.000470421793	0.500374628816	0.020196541698	0.040423370915	0.005965	0.000016	0.005696	0.000727	1.000000000000	
1104000	256.079050	1	0.158742684119	-0.000007709271	-0.026675671168	0.000272515337	0.000462707838	0.502323589806	0.020117758112	0.040423370890	0.005916	0.000016	0.005649	0.000721	1.000000000000	
1105000	255.290934	1	0.156986052356	-0.000003232000	-0.018533619678	-0.000585918659	0.000479202473	0.469309666593	0.021452292189	0.040423370915	0.006020	0.000016	0.005749	0.000734	1.000000000000	
1106000	256.859750	1	0.162023094648	0.000002159087	-0.024472363591	0.000724633518	0.000446928242	0.512995911442	0.019686346897	0.040423370890	0.005814	0.000015	0.005552	0.000709	1.000000000000	
1107000	250.197556	1	0.181084186597	0.000012071901	-0.029783700121	0.001490529322	0.000600940285	0.492087663872	0.020531528743	0.040423370890	0.006742	0.000018	0.006437	0.000822	1.000000000000	
1108000	256.481264	1	0.170118235434	-0.000000216089	-0.032013162264	0.001402008796	0.000454509874	0.504718927656	0.020020930495	0.040423370915	0.005863	0.000016	0.005598	0.000715	1.000000000000	
1109000	256.040841	1	0.161236460361	-0.000015039939	-0.030599454619	0.001333151787	0.000463494254	0.490787771474	0.020584074788	0.040423370915	0.005921	0.000016	0.005654	0.000722	1.000000000000	
1110000	256.356248	1	0.171029791616	-0.000005934102	-0.030131761574	0.000926736953	0.000457042289	0.509443253187	0.019829957331	0.040423370915	0.005879	0.000016	0.005614	0.000717	1.000000000000	
1111000	256.858066	1	0.164944458422	0.000005583383	-0.032176907737	0.001439176653	0.000446961692	0.503782599595	0.020058780019	0.040423370890	0.005814	0.000015	0.005552	0.000709	1.000000000000	
1112000	255.721006	1	0.160030931267	-0.000004993936	-0.028481780012	0.000262100321	0.000470129840	0.504078247301	0.020046828954	0.040423370915	0.005963	0.000016	0.005694	0.000727	1.000000000000	
1113000	255.052407	1	0.154170843734	-0.000000832561	-0.028475361484	0.000875453717	0.000484309625	0.512186395258	0.019719070282	0.040423370915	0.006052	0.000016	0.005779	0.000738	1.000000000000	
1114000	254.685440	1	0.165811215152	0.000016385513	-0.033002154494	0.002135030156	0.000492273305	0.453042142943	0.022109880317	0.040423370890	0.006102	0.000016	0.005826	0.000744	1.000000000000	
1115000	257.137635	1	0.163964381467	0.000000838529	-0.027438589156	0.000435876429	0.000441442422	0.510095964272	0.019803572549	0.040423370915	0.005778	0.000015	0.005517	0.000704	1.000000000000	
1116000	256.306295	1	0.165845958526	0.000012894904	-0.024866759593	0.000725253359	0.000458058101	0.506776099665	0.019937772668	0.040423370915	0.005886	0.000016	0.005620	0.000718	1.000000000000	
1117000	254.840130	1	0.170722776877	-0.000005431668	-0.029199087819	-0.000026785567	0.000488900481	0.496729162163	0.020343903736	0.040423370890	0.006081	0.000016	0.005806	0.000741	1.000000000000	
1118000	255.805396	1	0.159214927794	-0.000019023216	-0.023294741261	0.000180816192	0.000468369822	0.481328697554	0.020966442442	0.040423370915	0.005952	0.000016	0.005683	0.000726	1.000000000000	
1119000	256.354089	1	0.159148844835	0.000003262957	-0.025172416292	0.001041633135	0.000457086138	0.507412600042	0.019912043177	0.040423370915	0.005880	0.000016	0.005614	0.000717	1.000000000000	
1120000	253.582074	1	0.166787240476	0.000003556401	-0.034645303828	0.002553805617	0.000517015328	0.427307143082	0.023150175776	0.040423370915	0.006253	0.000017	0.005971	0.000762	1.000000000000	
1121000	256.083865	1	0.160495956842	0.000003319108	-0.020375102834	0.000302824449	0.000462608827	0.509812095482	0.019815047483	0.040423370915	0.005915	0.000016	0.005648	0.000721	1.000000000000	
1122000	254.767183	1	0.176560187077	0.000000976738	-0.037423606087	0.001285068867	0.000490488098	0.511638777927	0.019741206821	0.040423370915	0.006091	0.000016	0.005816	0.000743	1.000000000000	
1123000	255.091441	1	0.161566918193	-0.000021775913	-0.032734845855	0.001185232257	0.000483470141	0.488148406180	0.020690766831	0.040423370915	0.006047	0.000016	0.005774	0.000737	1.000000000000	
1124000	253.927396	1	0.174810124343	0.000001036873	-0.037200167792	0.000783103922	0.000509140946	0.511984007440	0.019727251480	0.040423370915	0.006205	0.000016	0.005925	0.000757	1.000000000000	
1125000	255.798880	1	0.171555477879	0.000015390541	-0.032765650064	0.001496322040	0.000468505483	0.496644520017	0.020347325257	0.040423370890	0.005953	0.000016	0.005684	0.000726	1.000000000000	
1126000	257.039762	1	0.166705886723	-0.000005206650	-0.028299215394	0.000812965730	0.000443366835	0.510004086483	0.019807286559	0.040423370915	0.005791	0.000015	0.005529	0.000706	1.000000000000	
1127000	255.737745	1	0.164426233651	0.000010172312	-0.027764089473	-0.000025021574	0.000469780197	0.498186962972	0.020284974513	0.040423370890	0.005961	0.000016	0.005692	0.000727	1.000000000000	
1128000	254.652860	1	0.163004311668	0.000003426597	-0.035569772271	0.000973488952	0.000492986631	0.513125250627	0.019681118583	0.040423370915	0.006106	0.000016	0.005831	0.000744	1.000000000000	
1129000	256.285733	1	0.170543437989	0.000003204433	-0.027894600581	0.000764569883	0.000458476911	0.513125236816	0.019681119129	0.040423370890	0.005889	0.000016	0.005623	0.000718	1.000000000000	
1130000	254.763121	1	0.162044782326	-0.000010274160	-0.022351084517	0.000966395570	0.000490576663	0.492682519972	0.020507482667	0.040423370915	0.006091	0.000016	0.005816	0.000743	1.000000000000	
1131000	254.548334	1	0.163974864927	0.000022555450	-0.026218865423	-0.000311069232	0.000495282182	0.479803471590	0.021028097217	0.040423370915	0.006120	0.000016	0.005844	0.000746	1.000000000000	
1132000	254.321709	1	0.177017293912	0.000016307804	-0.033144685103	0.001265611922	0.000500295978	0.503503659675	0.020070055723	0.040423370915	0.006151	0.000016	0.005874	0.000750	1.000000000000	
1133000	254.411793	1	0.172171771526	0.000011168635	-0.040607427747	0.002354356202	0.000498296918	0.478782843713	0.021069354436	0.040423370915	0.006139	0.000016	0.005862	0.000748	1.000000000000	
1134000	255.408602	1	0.164714075424	-0.000023224380	-0.024460966734	0.000132295507	0.000476702925	0.473531379575	0.021281636305	0.040423370890	0.006005	0.000016	0.005734	0.000732	1.000000000000	
1135000	254.037373	1	0.173998383719	0.000023453056	-0.027078017420	0.000564591073	0.000506658400	0.494136705140	0.020448699601	0.040423370915	0.006190	0.000016	0.005911	0.000755	1.000000000000	
1136000	255.850638	1	0.164777404223	-0.000007400722	-0.021386935032	0.000103357528	0.000467429006	0.497578853801	0.020309556349	0.040423370915	0.005946	0.000016	0.005677	0.000725	1.000000000000	
1137000	255.623720	1	0.162411995118	-0.000025127377	-0.025949466580	0.000525378734	0.000472166983	0.474949478488	0.021224311980	0.040423370915	0.005976	0.000016	0.005706	0.000729	1.000000000000	
1138000	256.665973	1	0.167370322004	0.000007001436	-0.034284463604	0.001381588778	0.000450793951	0.507852852596	0.019894246684	0.040423370915	0.005839	0.000016	0.005576	0.000712	1.000000000000	
1139000	253.031665	1	0.149266740662	0.000018463798	-0.026258944377	0.000861695999	0.000529818855	0.498769636950	0.020261420880	0.040423370915	0.006330	0.000017	0.006045	0.000772	1.000000000000	
1140000	249.337751	1	0.175180184126	0.000020005341	-0.034078291453	-0.000403254526	0.000624348751	0.486164369801	0.020770968256	0.040423370890	0.006872	0.000018	0.006562	0.000838	1.000000000000	
1141000	254.029378	1	0.176293015932	-0.000007442996	-0.033282426038	0.000480058590	0.000506838466	0.505993139329	0.019969422564	0.040423370915	0.006191	0.000016	0.005912	0.000755	1.000000000000	
1142000	253.423257	1	0.154773987028	-0.000025323146	-0.021843196413	0.000932927711	0.000520677628	0.444734953379	0.022445684936	0.040423370915	0.006275	0.000017	0.005992	0.000765	1.000000000000	
