Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	SSE	SST	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	Lambda	
3781000	254.796531	1	0.163066293348	0.000029306023	-0.034054896851	0.001260989758	0.000489848755	0.488171634973	0.020689827845	0.040423370915	0.006087	0.000016	0.005812	0.000742	1.000000000000	
3782000	251.819100	1	0.143789664381	-0.000001099627	-0.017262769909	-0.000135561956	0.000559155115	0.492525555105	0.020513827703	0.040423370890	0.006503	0.000017	0.006210	0.000793	1.000000000000	
3783000	255.658267	1	0.165263683720	-0.000022592998	-0.031598489681	0.000912056719	0.000471442564	0.488876131481	0.020661349708	0.040423370890	0.005971	0.000016	0.005702	0.000728	1.000000000000	
3784000	253.472444	1	0.174932332222	-0.000005911131	-0.043458215567	0.002459593253	0.000519540605	0.481596519016	0.020955616196	0.040423370915	0.006269	0.000017	0.005986	0.000764	1.000000000000	
3785000	256.570809	1	0.164427526125	0.000001098507	-0.029021953063	0.001396211180	0.000452704623	0.499609212413	0.020227482397	0.040423370890	0.005851	0.000016	0.005587	0.000713	1.000000000000	
3786000	253.893951	1	0.150911175515	-0.000010486872	-0.017100967264	-0.000542512143	0.000509898319	0.460866267663	0.021793602835	0.040423370915	0.006210	0.000016	0.005930	0.000757	1.000000000000	
3787000	254.182403	1	0.167786748499	0.000018067271	-0.025488352791	-0.000490887355	0.000503403112	0.477684887345	0.021113737520	0.040423370890	0.006170	0.000016	0.005892	0.000752	1.000000000000	
3788000	252.524317	1	0.163589276558	0.000010939902	-0.014651795117	-0.001315879351	0.000541901348	0.419761237921	0.023455206699	0.040423370915	0.006402	0.000017	0.006113	0.000781	1.000000000000	
3789000	252.382190	1	0.148581769776	0.000010742100	-0.016238577382	0.000540651461	0.000545335242	0.500296089345	0.020199716516	0.040423370890	0.006422	0.000017	0.006132	0.000783	1.000000000000	
3790000	255.226820	1	0.153687871674	-0.000004628961	-0.019657204312	0.000378177128	0.000480569909	0.507636107386	0.019903008257	0.040423370915	0.006029	0.000016	0.005757	0.000735	1.000000000000	
3791000	255.191314	1	0.152069466103	0.000007877576	-0.023282545761	0.000496816380	0.000481328875	0.510598249145	0.019783268489	0.040423370890	0.006034	0.000016	0.005761	0.000736	1.000000000000	
3792000	257.003404	1	0.164516053550	0.000008186669	-0.026061084697	0.000766428905	0.000444083857	0.511380118434	0.019751662709	0.040423370915	0.005795	0.000015	0.005534	0.000707	1.000000000000	
3793000	256.520877	1	0.161973020707	-0.000007863449	-0.023499480860	0.000582863838	0.000453710379	0.506064796103	0.019966525943	0.040423370890	0.005858	0.000016	0.005594	0.000714	1.000000000000	
3794000	256.299073	1	0.161791321190	0.000020873961	-0.023190714271	0.000241370105	0.000458205167	0.490846439404	0.020581703233	0.040423370915	0.005887	0.000016	0.005621	0.000718	1.000000000000	
3795000	256.164247	1	0.164555279820	0.000011743737	-0.025647716507	0.001041756834	0.000460959085	0.502567075588	0.020107915596	0.040423370890	0.005905	0.000016	0.005638	0.000720	1.000000000000	
3796000	255.777480	1	0.160614685685	0.000000840492	-0.024191537445	0.001106011664	0.000468951297	0.502787874099	0.020098990189	0.040423370915	0.005956	0.000016	0.005687	0.000726	1.000000000000	
3797000	255.932440	1	0.172025123301	0.000008629668	-0.028868830390	0.000522013148	0.000465732674	0.510185749456	0.019799943117	0.040423370890	0.005935	0.000016	0.005667	0.000724	1.000000000000	
3798000	254.908949	1	0.171594781302	-0.000006793005	-0.024714649336	0.000066585905	0.000487407392	0.497776952132	0.020301548546	0.040423370915	0.006072	0.000016	0.005798	0.000740	1.000000000000	
3799000	257.160160	1	0.164800752289	0.000011645876	-0.028448171796	0.000724040224	0.000441000711	0.509846097354	0.019813673012	0.040423370915	0.005775	0.000015	0.005515	0.000704	1.000000000000	
3800000	249.164942	1	0.143925078466	-0.000014083920	-0.027920847170	0.001398571844	0.000629162461	0.480820193026	0.020986997896	0.040423370890	0.006898	0.000018	0.006587	0.000841	1.000000000000	
3801000	257.115222	1	0.162050005366	0.000006332619	-0.027806074093	0.001006634417	0.000441882370	0.510325800078	0.019794281811	0.040423370915	0.005781	0.000015	0.005520	0.000705	1.000000000000	
3802000	256.573031	1	0.164617815679	-0.000003835707	-0.030903442168	0.000638362608	0.000452659914	0.510226922766	0.019798278765	0.040423370915	0.005851	0.000016	0.005587	0.000713	1.000000000000	
3803000	254.581416	1	0.162091445650	-0.000003647238	-0.017168442373	-0.000781218996	0.000494554495	0.455971020975	0.021991485208	0.040423370915	0.006116	0.000016	0.005840	0.000746	1.000000000000	
3804000	254.276376	1	0.171856414190	0.000018145367	-0.028779827813	0.001411552295	0.000501304977	0.485260742299	0.020807495926	0.040423370890	0.006158	0.000016	0.005880	0.000751	1.000000000000	
3805000	256.603875	1	0.165085048359	-0.000003083498	-0.025853935591	0.000087267569	0.000452039825	0.501002590446	0.020171157372	0.040423370915	0.005847	0.000016	0.005583	0.000713	1.000000000000	
3806000	248.508972	1	0.155243821417	0.000008535050	-0.003657404413	-0.001963117827	0.000647775203	0.294130126100	0.028533639731	0.040423370915	0.007000	0.000019	0.006684	0.000853	1.000000000000	
3807000	255.521403	1	0.157635830346	-0.000016919177	-0.028690256032	0.000979870484	0.000474319029	0.493547945132	0.020472499252	0.040423370890	0.005990	0.000016	0.005719	0.000730	1.000000000000	
3808000	257.136058	1	0.163095115536	-0.000004267293	-0.025730434472	0.000524217900	0.000441473358	0.509425907415	0.019830658506	0.040423370915	0.005778	0.000015	0.005518	0.000705	1.000000000000	
3809000	255.182603	1	0.163617930935	-0.000022199816	-0.028672677729	0.000279003967	0.000481515251	0.484185577364	0.020850957717	0.040423370890	0.006035	0.000016	0.005762	0.000736	1.000000000000	
3810000	256.384519	1	0.168813471285	0.000012132839	-0.034741936628	0.001515132965	0.000456468386	0.502422606057	0.020113755555	0.040423370915	0.005876	0.000016	0.005611	0.000716	1.000000000000	
3811000	254.920823	1	0.162427476932	-0.000008305279	-0.028091068507	0.001709596688	0.000487150236	0.466104666879	0.021581849067	0.040423370890	0.006070	0.000016	0.005796	0.000740	1.000000000000	
3812000	255.897238	1	0.162257651552	0.000019994159	-0.024089038774	0.000831423079	0.000466461899	0.491710615773	0.020546770311	0.040423370915	0.005940	0.000016	0.005672	0.000724	1.000000000000	
3813000	255.932006	1	0.168733838262	0.000024966577	-0.031588792707	0.000960897572	0.000465741656	0.495863899454	0.020378880571	0.040423370890	0.005935	0.000016	0.005667	0.000724	1.000000000000	
3814000	255.609619	1	0.155174412466	-0.000001612848	-0.021709531167	0.000686076248	0.000472462996	0.511489076300	0.019747258265	0.040423370915	0.005978	0.000016	0.005708	0.000729	1.000000000000	
3815000	256.688928	1	0.161354789154	0.000013646532	-0.029449740967	0.001190815996	0.000450334268	0.502564554817	0.020108017494	0.040423370890	0.005836	0.000015	0.005573	0.000712	1.000000000000	
3816000	255.913992	1	0.157695463681	-0.000005172735	-0.029994344284	0.001163150364	0.000466114699	0.506532736359	0.019947610233	0.040423370915	0.005937	0.000016	0.005669	0.000724	1.000000000000	
3817000	255.123941	1	0.166720019176	0.000016170453	-0.022695048870	-0.000395189151	0.000482772292	0.479133703957	0.021055171482	0.040423370915	0.006043	0.000016	0.005770	0.000737	1.000000000000	
3818000	255.151531	1	0.171656113250	0.000024840957	-0.032244040448	0.001420442207	0.000482180672	0.485621289394	0.020792921397	0.040423370890	0.006039	0.000016	0.005766	0.000736	1.000000000000	
3819000	255.598233	1	0.165312881361	0.000007559722	-0.020870396633	-0.000331171508	0.000472702147	0.485566347463	0.020795142348	0.040423370915	0.005979	0.000016	0.005709	0.000729	1.000000000000	
3820000	254.732909	1	0.158785606392	0.000029026794	-0.021635809158	0.000639992522	0.000491235818	0.462707284739	0.021719182719	0.040423370915	0.006095	0.000016	0.005820	0.000743	1.000000000000	
3821000	255.173264	1	0.174285105206	-0.000005969450	-0.030971564002	0.000526096821	0.000481715168	0.507742481381	0.019898708261	0.040423370915	0.006036	0.000016	0.005764	0.000736	1.000000000000	
3822000	255.213965	1	0.167831694393	0.000033250489	-0.029430182329	0.000864771696	0.000480844556	0.477294413883	0.021129521774	0.040423370890	0.006031	0.000016	0.005758	0.000735	1.000000000000	
3823000	254.777671	1	0.175170639822	0.000006414589	-0.038073790963	0.001260522294	0.000490259535	0.512087648920	0.019723061942	0.040423370915	0.006089	0.000016	0.005814	0.000742	1.000000000000	
3824000	253.255711	1	0.180671576568	0.000012281309	-0.038138281121	0.001447807616	0.000524569302	0.507920168113	0.019891525564	0.040423370915	0.006299	0.000017	0.006014	0.000768	1.000000000000	
3825000	253.284995	1	0.150488640841	0.000002375374	-0.020354405918	-0.000587355259	0.000523887027	0.474041572664	0.021261012594	0.040423370915	0.006295	0.000017	0.006011	0.000767	1.000000000000	
3826000	255.627280	1	0.157086211649	0.000011189644	-0.027363725650	0.001344726179	0.000472092294	0.493466334978	0.020475798222	0.040423370915	0.005975	0.000016	0.005706	0.000729	1.000000000000	
3827000	254.744875	1	0.172386667113	-0.000011184290	-0.039939716456	0.001930217895	0.000490974653	0.493280447384	0.020483312425	0.040423370915	0.006094	0.000016	0.005819	0.000743	1.000000000000	
3828000	254.956170	1	0.159617646060	0.000018855383	-0.019429774509	-0.000639908895	0.000486385545	0.460798287172	0.021796350836	0.040423370915	0.006065	0.000016	0.005791	0.000739	1.000000000000	
3829000	256.604524	1	0.161361736324	-0.000003488138	-0.024300717013	0.000795548403	0.000452026775	0.510073885137	0.019804465062	0.040423370915	0.005847	0.000016	0.005583	0.000713	1.000000000000	
3830000	255.220731	1	0.168443775778	-0.000012897249	-0.023350932190	0.000324487492	0.000480699987	0.495669193419	0.020386751258	0.040423370915	0.006030	0.000016	0.005758	0.000735	1.000000000000	
3831000	255.174386	1	0.168694479909	0.000021442087	-0.036824700009	0.001934328209	0.000481691130	0.481101501817	0.020975626446	0.040423370890	0.006036	0.000016	0.005763	0.000736	1.000000000000	
3832000	256.185104	1	0.164715303139	-0.000005189018	-0.027508707342	0.001300043589	0.000460531993	0.497469215524	0.020313988297	0.040423370915	0.005902	0.000016	0.005635	0.000720	1.000000000000	
3833000	252.986443	1	0.178898840693	-0.000002851402	-0.029304348715	0.000810099062	0.000530884789	0.511622414866	0.019741868271	0.040423370915	0.006337	0.000017	0.006051	0.000773	1.000000000000	
3834000	256.141632	1	0.158408291944	-0.000009546382	-0.028645837503	0.001140521097	0.000461422639	0.501126099506	0.020166164720	0.040423370915	0.005908	0.000016	0.005641	0.000720	1.000000000000	
3835000	252.930243	1	0.169091128023	0.000030378507	-0.027456045070	-0.000381352349	0.000532212474	0.470526858019	0.021403089208	0.040423370915	0.006345	0.000017	0.006058	0.000774	1.000000000000	
3836000	256.503638	1	0.167119305259	0.000002687680	-0.032503727740	0.000764670403	0.000454058147	0.512757674895	0.019695977233	0.040423370915	0.005860	0.000016	0.005596	0.000714	1.000000000000	
3837000	255.492529	1	0.161967636236	0.000010429292	-0.019279133711	-0.000510499922	0.000474928100	0.474135693830	0.021257207900	0.040423370915	0.005993	0.000016	0.005723	0.000731	1.000000000000	
3838000	256.717779	1	0.168722154601	0.000006644227	-0.033561758010	0.001146446698	0.000449757204	0.511523977349	0.019745847447	0.040423370915	0.005832	0.000015	0.005569	0.000711	1.000000000000	
3839000	255.918974	1	0.163594812781	-0.000012247828	-0.027178922345	0.001271374876	0.000466011502	0.488664696988	0.020669896603	0.040423370890	0.005937	0.000016	0.005669	0.000724	1.000000000000	
3840000	256.261438	1	0.157800241954	0.000013153120	-0.020957692594	0.000094325996	0.000458972234	0.497158360020	0.020326554125	0.040423370915	0.005892	0.000016	0.005626	0.000718	1.000000000000	
3841000	256.625456	1	0.164046191711	-0.000013018668	-0.025649707875	0.000394667529	0.000451606453	0.497960343068	0.020294135266	0.040423370915	0.005844	0.000016	0.005581	0.000713	1.000000000000	
3842000	256.250224	1	0.170886181008	-0.000008705725	-0.031721938865	0.001245428624	0.000459201034	0.503496322644	0.020070352311	0.040423370915	0.005893	0.000016	0.005627	0.000719	1.000000000000	
3843000	256.275543	1	0.169039510501	-0.000006786974	-0.032191871350	0.001540210673	0.000458684591	0.496068922906	0.020370592832	0.040423370890	0.005890	0.000016	0.005624	0.000718	1.000000000000	
3844000	256.609886	1	0.166657006755	-0.000005988372	-0.031254100876	0.001454766682	0.000451919069	0.498357009828	0.020278100646	0.040423370890	0.005846	0.000016	0.005582	0.000713	1.000000000000	
3845000	255.360871	1	0.158890801520	-0.000013796869	-0.019119972319	-0.000324476944	0.000477715274	0.469785629777	0.021433052139	0.040423370890	0.006011	0.000016	0.005740	0.000733	1.000000000000	
3846000	255.723176	1	0.157135839036	-0.000008981924	-0.024744981302	0.000063778639	0.000470084489	0.495604056402	0.020389384303	0.040423370890	0.005963	0.000016	0.005694	0.000727	1.000000000000	
3847000	255.632111	1	0.164439761542	-0.000001648827	-0.020381415057	0.000127676156	0.000471990940	0.503540215512	0.020068578000	0.040423370890	0.005975	0.000016	0.005705	0.000728	1.000000000000	
3848000	256.847828	1	0.163728288415	-0.000001741059	-0.024274403374	0.000557123709	0.000447165115	0.511528033976	0.019745683464	0.040423370915	0.005816	0.000015	0.005553	0.000709	1.000000000000	
3849000	254.772899	1	0.153468210092	-0.000017689626	-0.020436532487	0.000113249184	0.000490363508	0.477959854662	0.021102622428	0.040423370915	0.006090	0.000016	0.005815	0.000743	1.000000000000	
3850000	257.124247	1	0.164118256134	0.000001499076	-0.026519917780	0.000828288798	0.000441705180	0.512672904216	0.019699403950	0.040423370915	0.005780	0.000015	0.005519	0.000705	1.000000000000	
3851000	254.294404	1	0.158582336513	0.000009550205	-0.014994156814	-0.000874371188	0.000500903481	0.445097596694	0.022431025671	0.040423370915	0.006155	0.000016	0.005877	0.000750	1.000000000000	
3852000	256.202738	1	0.168116878323	0.000002146270	-0.029359800337	0.001392097315	0.000460171196	0.500690437707	0.020183775625	0.040423370890	0.005900	0.000016	0.005633	0.000719	1.000000000000	
3853000	256.187849	1	0.170445581784	-0.000002366749	-0.035947208996	0.001394063685	0.000460475796	0.508425695537	0.019871090442	0.040423370915	0.005901	0.000016	0.005635	0.000720	1.000000000000	
3854000	255.283443	1	0.161833115242	0.000020805813	-0.033448727972	0.001087477672	0.000479362036	0.502224286928	0.020121772282	0.040423370915	0.006021	0.000016	0.005749	0.000734	1.000000000000	
3855000	253.923762	1	0.161276599833	-0.000017341838	-0.036996879788	0.001808849442	0.000509223191	0.484623026690	0.020833274540	0.040423370890	0.006206	0.000016	0.005926	0.000757	1.000000000000	
3856000	256.940332	1	0.163197303496	0.000002363449	-0.031168228142	0.000961412285	0.000445330473	0.512798000922	0.019694347119	0.040423370915	0.005804	0.000015	0.005542	0.000708	1.000000000000	
3857000	255.694655	1	0.155816364702	-0.000003172476	-0.028508398535	0.000971086226	0.000470680745	0.510206032799	0.019799123208	0.040423370915	0.005967	0.000016	0.005697	0.000727	1.000000000000	
3858000	255.615871	1	0.173916512781	-0.000003357681	-0.036462981184	0.001403354561	0.000472331732	0.508244347106	0.019878421144	0.040423370890	0.005977	0.000016	0.005707	0.000729	1.000000000000	
3859000	256.103178	1	0.161154468489	-0.000014373262	-0.024323296043	0.000782388034	0.000462211914	0.494416384570	0.020437394002	0.040423370890	0.005913	0.000016	0.005646	0.000721	1.000000000000	
3860000	254.152486	1	0.177294538655	0.000019023579	-0.037561848760	0.001465062903	0.000504072894	0.502408564697	0.020114323141	0.040423370890	0.006175	0.000016	0.005896	0.000753	1.000000000000	
3861000	253.121764	1	0.166508578208	-0.000035344701	-0.025271300774	0.000992244781	0.000527701483	0.427788792811	0.023130705870	0.040423370915	0.006318	0.000017	0.006032	0.000770	1.000000000000	
3862000	256.484785	1	0.165075959705	-0.000008917440	-0.030183097398	0.000557365537	0.000454438767	0.505904373032	0.019973010784	0.040423370890	0.005863	0.000016	0.005598	0.000715	1.000000000000	
3863000	256.835238	1	0.159332313134	0.000001459688	-0.025892889414	0.000370740226	0.000447415412	0.509472401723	0.019828779037	0.040423370890	0.005817	0.000015	0.005555	0.000709	1.000000000000	
3864000	254.135254	1	0.159314849904	0.000025472007	-0.017281500843	0.000042984918	0.000504459107	0.460358016628	0.021814148042	0.040423370890	0.006177	0.000016	0.005898	0.000753	1.000000000000	
3865000	251.712560	1	0.172302060507	-0.000041216014	-0.025820002313	0.000235108614	0.000561809062	0.431395141705	0.022984925077	0.040423370890	0.006519	0.000017	0.006224	0.000795	1.000000000000	
3866000	253.767513	1	0.151911811624	0.000016035411	-0.027824118636	0.000681762149	0.000512771749	0.505445652381	0.019991553832	0.040423370915	0.006228	0.000017	0.005946	0.000759	1.000000000000	
3867000	255.528752	1	0.158141650288	-0.000009049501	-0.025058991786	0.001180412548	0.000474164127	0.492093234674	0.020531303565	0.040423370915	0.005989	0.000016	0.005718	0.000730	1.000000000000	
3868000	256.252990	1	0.164170496624	0.000000400706	-0.025549450038	-0.000101786134	0.000459144587	0.496493625017	0.020353424954	0.040423370915	0.005893	0.000016	0.005627	0.000718	1.000000000000	
3869000	256.476611	1	0.160902154444	-0.000000464120	-0.021481331985	0.000304567490	0.000454603872	0.508903172897	0.019851789197	0.040423370915	0.005864	0.000016	0.005599	0.000715	1.000000000000	
3870000	257.163417	1	0.165094265244	0.000010441489	-0.027385009875	0.000700753431	0.000440936885	0.510413144743	0.019790751045	0.040423370915	0.005775	0.000015	0.005514	0.000704	1.000000000000	
3871000	253.743618	1	0.162422877790	-0.000018088643	-0.028724258156	0.001901744493	0.000513316597	0.432124074397	0.022955459160	0.040423370890	0.006231	0.000017	0.005950	0.000760	1.000000000000	
3872000	256.928943	1	0.165096647913	0.000003771323	-0.024679595372	0.000391992664	0.000445555943	0.510307000838	0.019795041727	0.040423370890	0.005805	0.000015	0.005543	0.000708	1.000000000000	
3873000	255.819260	1	0.172686205739	0.000002439971	-0.029393063731	0.000510636461	0.000468081330	0.510939767582	0.019769463175	0.040423370915	0.005950	0.000016	0.005681	0.000725	1.000000000000	
3874000	254.330929	1	0.170248996939	-0.000010787185	-0.040925797760	0.002237148423	0.000500091010	0.482426428691	0.020922068449	0.040423370915	0.006150	0.000016	0.005872	0.000750	1.000000000000	
3875000	255.322362	1	0.160271670218	0.000031277216	-0.028076359053	0.001040291437	0.000478533583	0.472359886518	0.021328992017	0.040423370915	0.006016	0.000016	0.005745	0.000733	1.000000000000	
3876000	255.832617	1	0.172231417469	0.000006029918	-0.028626898267	0.000847010637	0.000467803528	0.512576132898	0.019703315761	0.040423370890	0.005948	0.000016	0.005680	0.000725	1.000000000000	
3877000	252.942099	1	0.153589799691	0.000031390821	-0.015571038900	0.000003895984	0.000531932101	0.427005072589	0.023162386483	0.040423370915	0.006343	0.000017	0.006057	0.000773	1.000000000000	
3878000	255.433855	1	0.160231631719	0.000011450762	-0.024880397019	-0.000273266201	0.000476168193	0.488835315018	0.020662999660	0.040423370915	0.006001	0.000016	0.005730	0.000732	1.000000000000	
3879000	256.046436	1	0.165816579303	-0.000018446500	-0.025808231080	0.000365257296	0.000463379010	0.488567114995	0.020673841196	0.040423370890	0.005920	0.000016	0.005653	0.000722	1.000000000000	
3880000	255.914291	1	0.160383012057	0.000008146039	-0.022194913852	-0.000374560856	0.000466108495	0.484617654292	0.020833491724	0.040423370915	0.005937	0.000016	0.005669	0.000724	1.000000000000	
3881000	252.774964	1	0.170082408105	-0.000039292741	-0.026683279496	0.000260867178	0.000535898122	0.440540556027	0.022615236602	0.040423370890	0.006366	0.000017	0.006079	0.000776	1.000000000000	
3882000	251.349569	1	0.145949956538	0.000014301470	-0.010846019070	-0.000370789268	0.000570946211	0.450153556702	0.022226646724	0.040423370915	0.006571	0.000017	0.006275	0.000801	1.000000000000	
3883000	256.096190	1	0.161837050699	-0.000015344873	-0.027877220004	0.001210691323	0.000462355489	0.487925792703	0.020699765618	0.040423370915	0.005913	0.000016	0.005647	0.000721	1.000000000000	
3884000	253.216291	1	0.161377436881	0.000006502965	-0.038745965960	0.002546967651	0.000525489166	0.457654398617	0.021923437395	0.040423370890	0.006304	0.000017	0.006020	0.000769	1.000000000000	
3885000	257.160069	1	0.165378107789	0.000000872237	-0.030445152771	0.000833100923	0.000441002495	0.512912112315	0.019689734352	0.040423370915	0.005775	0.000015	0.005515	0.000704	1.000000000000	
3886000	255.657414	1	0.169715302188	-0.000010640183	-0.037140661505	0.001585525291	0.000471460444	0.500105314674	0.020207428284	0.040423370915	0.005971	0.000016	0.005702	0.000728	1.000000000000	
3887000	255.556729	1	0.157346805616	0.000014984377	-0.028204945722	0.001373944969	0.000473574908	0.490025994440	0.020614868371	0.040423370890	0.005985	0.000016	0.005715	0.000730	1.000000000000	
3888000	255.902971	1	0.171205037093	-0.000011290359	-0.029008132962	0.000848999429	0.000466343060	0.504033436669	0.020048640351	0.040423370915	0.005939	0.000016	0.005671	0.000724	1.000000000000	
3889000	251.859008	1	0.156844561039	-0.000035906249	-0.027071188572	0.001661200372	0.000558164233	0.387692794249	0.024751521292	0.040423370915	0.006497	0.000017	0.006204	0.000792	1.000000000000	
3890000	254.137262	1	0.160804284256	0.000016903837	-0.030683851705	0.002069379225	0.000504414080	0.441353468262	0.022582375963	0.040423370915	0.006177	0.000016	0.005898	0.000753	1.000000000000	
3891000	254.321247	1	0.160330006559	-0.000025032511	-0.020543015908	-0.000442543353	0.000500306242	0.446317101324	0.022381729183	0.040423370915	0.006151	0.000016	0.005874	0.000750	1.000000000000	
3892000	256.284563	1	0.159765739930	0.000017505749	-0.028536470762	0.000662023069	0.000458500751	0.504218167664	0.020041172902	0.040423370915	0.005889	0.000016	0.005623	0.000718	1.000000000000	
3893000	252.554189	1	0.177463025812	-0.000011832545	-0.031229902210	0.001613046541	0.000541182368	0.484018261168	0.020857721214	0.040423370915	0.006398	0.000017	0.006109	0.000780	1.000000000000	
3894000	254.128574	1	0.152531844782	-0.000012957201	-0.026136347772	0.001198685553	0.000504608886	0.487723998536	0.020707922805	0.040423370890	0.006178	0.000016	0.005899	0.000753	1.000000000000	
3895000	252.838781	1	0.156653545584	0.000029650087	-0.028729099633	0.001883245897	0.000534380310	0.418363840723	0.023511694204	0.040423370915	0.006357	0.000017	0.006070	0.000775	1.000000000000	
3896000	253.701186	1	0.161569065740	-0.000007235536	-0.014791434385	-0.000825023325	0.000514285547	0.442882305058	0.022520575226	0.040423370915	0.006237	0.000017	0.005955	0.000760	1.000000000000	
3897000	255.417180	1	0.163939918653	-0.000005510535	-0.032960735619	0.002002911915	0.000476521232	0.470285761563	0.021412835140	0.040423370915	0.006003	0.000016	0.005732	0.000732	1.000000000000	
3898000	256.754943	1	0.160660904935	0.000013083482	-0.028812974558	0.000792844335	0.000449014928	0.508764199641	0.019857406952	0.040423370890	0.005828	0.000015	0.005565	0.000711	1.000000000000	
3899000	256.190679	1	0.170118984294	-0.000005630232	-0.031201789020	0.001400490742	0.000460417894	0.500696955484	0.020183512155	0.040423370890	0.005901	0.000016	0.005635	0.000719	1.000000000000	
3900000	257.312927	1	0.165052523108	0.000003882247	-0.027979056326	0.000703134169	0.000438016610	0.512975264855	0.019687181501	0.040423370890	0.005756	0.000015	0.005496	0.000702	1.000000000000	
3901000	255.619467	1	0.164909456232	-0.000019900285	-0.026060064802	0.000950431371	0.000472256244	0.481944914538	0.020941532861	0.040423370890	0.005976	0.000016	0.005707	0.000729	1.000000000000	
3902000	254.217109	1	0.176318479080	-0.000000051339	-0.032332895773	0.001541136102	0.000502627214	0.499994767841	0.020211896946	0.040423370890	0.006166	0.000016	0.005887	0.000752	1.000000000000	
3903000	254.748520	1	0.156519114887	0.000022655561	-0.018503371936	-0.000532650015	0.000490895122	0.456758820141	0.021959639710	0.040423370915	0.006093	0.000016	0.005818	0.000743	1.000000000000	
3904000	254.930406	1	0.161319165229	-0.000013121678	-0.035214434344	0.001518330883	0.000486942796	0.496560951405	0.020350703395	0.040423370915	0.006069	0.000016	0.005795	0.000740	1.000000000000	
3905000	255.193871	1	0.174879288362	0.000003705137	-0.031669465841	0.001268401060	0.000481274177	0.508544810892	0.019866275398	0.040423370915	0.006033	0.000016	0.005761	0.000736	1.000000000000	
3906000	255.644131	1	0.173236045283	-0.000007954418	-0.030914174587	0.001082536296	0.000471738865	0.506543339766	0.019947181595	0.040423370890	0.005973	0.000016	0.005704	0.000728	1.000000000000	
3907000	255.965313	1	0.170607962892	-0.000009955743	-0.032272856409	0.000710701598	0.000465052729	0.506474687030	0.019949956782	0.040423370915	0.005931	0.000016	0.005663	0.000723	1.000000000000	
3908000	256.828265	1	0.162774988329	0.000004515809	-0.028430199598	0.000423943014	0.000447554074	0.509845652665	0.019813690976	0.040423370890	0.005818	0.000015	0.005555	0.000709	1.000000000000	
3909000	256.127509	1	0.167520767153	-0.000018888217	-0.030969669397	0.000903977011	0.000461712361	0.494442160525	0.020436352051	0.040423370890	0.005909	0.000016	0.005643	0.000720	1.000000000000	
3910000	252.767237	1	0.155664278126	-0.000031649777	-0.016470518394	-0.000568981178	0.000536082204	0.405081040612	0.024048629760	0.040423370915	0.006368	0.000017	0.006080	0.000776	1.000000000000	
3911000	256.223708	1	0.166750964329	0.000002290658	-0.035242639735	0.001227336491	0.000459742519	0.511608205273	0.019742442670	0.040423370915	0.005897	0.000016	0.005631	0.000719	1.000000000000	
3912000	255.588191	1	0.162290877840	0.000005990962	-0.034919908557	0.001286113362	0.000472913154	0.510456882832	0.019788983004	0.040423370915	0.005981	0.000016	0.005711	0.000729	1.000000000000	
3913000	255.017331	1	0.155321789894	-0.000015077598	-0.025527669081	0.000267326755	0.000485065209	0.492705451430	0.020506555700	0.040423370915	0.006057	0.000016	0.005784	0.000738	1.000000000000	
3914000	255.536851	1	0.156617288917	-0.000007448979	-0.027231772074	0.001291687937	0.000473993484	0.494794170404	0.020422122638	0.040423370915	0.005987	0.000016	0.005717	0.000730	1.000000000000	
3915000	254.536541	1	0.151540238062	-0.000000320533	-0.016217947102	-0.000229072157	0.000495541829	0.487268737731	0.020726325995	0.040423370915	0.006122	0.000016	0.005846	0.000746	1.000000000000	
3916000	253.481598	1	0.166620296446	0.000007425298	-0.034222947886	0.000277524915	0.000519329278	0.505808269001	0.019976895645	0.040423370915	0.006267	0.000017	0.005984	0.000764	1.000000000000	
3917000	256.678783	1	0.167861267568	-0.000007405545	-0.032704297087	0.001041919721	0.000450537366	0.508490612447	0.019868466281	0.040423370915	0.005837	0.000015	0.005574	0.000712	1.000000000000	
3918000	254.282795	1	0.154654543836	-0.000023532458	-0.023397958267	0.000834290163	0.000501161996	0.465496166118	0.021606446719	0.040423370890	0.006157	0.000016	0.005879	0.000751	1.000000000000	
3919000	255.466092	1	0.162116566355	0.000007528477	-0.029218493350	0.000144767782	0.000475486455	0.503462452059	0.020071721474	0.040423370915	0.005997	0.000016	0.005726	0.000731	1.000000000000	
3920000	254.056445	1	0.172521145409	0.000004930337	-0.028144689780	0.001415673259	0.000506229118	0.495948115399	0.020375476279	0.040423370890	0.006188	0.000016	0.005908	0.000754	1.000000000000	
3921000	255.886141	1	0.172729132799	0.000010134790	-0.034092635165	0.001513959457	0.000466692022	0.502572212401	0.020107707949	0.040423370890	0.005941	0.000016	0.005673	0.000724	1.000000000000	
3922000	256.126118	1	0.169688695614	-0.000003804114	-0.036195291773	0.001707501719	0.000461740909	0.499352780909	0.020237848235	0.040423370915	0.005910	0.000016	0.005643	0.000721	1.000000000000	
3923000	256.087607	1	0.157171326723	0.000017205483	-0.023597642845	0.000668147151	0.000462531888	0.499316656096	0.020239308522	0.040423370915	0.005915	0.000016	0.005648	0.000721	1.000000000000	
