Iteration	Lh	Tree No	Alpha	Beta 1	Var	R^2	SSE	SST	s.e. Alpha	s.e. Beta-1	Lambda	
1001000	102.214815	1	0.117020241653	0.003536504538	0.002109633065	0.023401144923	0.046038499252	0.047141668262	0.010797	0.001340	1.000000000000	
1002000	104.732390	1	0.128047587855	0.001097956577	0.001762418799	0.023401144923	0.046038499252	0.047141668262	0.009868	0.001224	1.000000000000	
1003000	103.761914	1	0.125052997095	0.000443375666	0.001888923261	0.023401144923	0.046038499252	0.047141668262	0.010217	0.001268	1.000000000000	
1004000	104.154665	1	0.124154079388	0.002276998840	0.001836668462	0.023401144923	0.046038499252	0.047141668262	0.010074	0.001250	1.000000000000	
1005000	104.010597	1	0.138228437807	-0.000945225938	0.001855666383	0.023401144923	0.046038499252	0.047141668262	0.010126	0.001256	1.000000000000	
1006000	104.655110	1	0.127519241547	0.001107133509	0.001772174274	0.023401144923	0.046038499252	0.047141668262	0.009896	0.001228	1.000000000000	
1007000	102.703451	1	0.122936125704	-0.000091298875	0.002037271578	0.023401144923	0.046038499252	0.047141668262	0.010610	0.001316	1.000000000000	
1008000	105.603605	1	0.141984281399	0.000442317066	0.001656086974	0.023401144923	0.046038499252	0.047141668262	0.009566	0.001187	1.000000000000	
1009000	104.800193	1	0.149163746075	-0.000580922820	0.001753904034	0.023401144923	0.046038499252	0.047141668262	0.009845	0.001221	1.000000000000	
1010000	105.123414	1	0.131533465789	0.000901987026	0.001713875047	0.023401144923	0.046038499252	0.047141668262	0.009732	0.001207	1.000000000000	
1011000	104.728918	1	0.142285079168	-0.000638168838	0.001762855963	0.023401144923	0.046038499252	0.047141668262	0.009870	0.001225	1.000000000000	
1012000	104.829099	1	0.138265770764	-0.000336578370	0.001750286378	0.023401144923	0.046038499252	0.047141668262	0.009834	0.001220	1.000000000000	
1013000	105.187313	1	0.149526550357	0.000029651908	0.001706070443	0.023401144923	0.046038499252	0.047141668262	0.009709	0.001205	1.000000000000	
1014000	104.115313	1	0.147798672382	0.002461685647	0.001841838330	0.023401144923	0.046038499252	0.047141668262	0.010088	0.001252	1.000000000000	
1015000	105.547057	1	0.141029086878	0.000349169766	0.001662789710	0.023401144923	0.046038499252	0.047141668262	0.009585	0.001189	1.000000000000	
1016000	101.936370	1	0.137032009573	-0.002013445403	0.002152011307	0.023401144923	0.046038499252	0.047141668262	0.010905	0.001353	1.000000000000	
