Options:
Model:                           Continuous: Random Walk
Tree File Name:                  nextstrain_groups_blab_sars-like-cov_tree_v3.nex
Data File Name:                  surya_BayesTraits_data_path_lengths.txt
Log File Name:                   surya_BayesTraits_data_path_lengths.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1355740037
Precision:                       64 bits
Cores:                           4
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   surya_BayesTraits_data_path_lengths.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     1
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          0.000001
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Restrictions:
    alpha-1                      None
Prior Information:
    Priors
        alpha-1 - uniform -100.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       32
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1 	Lambda	
1035000	69.101028	1	0.149710829191	0.005134031764	0.000001000000	
1036000	67.910507	1	0.145433624289	0.005530613896	0.000001000000	
1037000	69.201805	1	0.158780379379	0.005101796246	0.000001000000	
1038000	69.463310	1	0.152094495669	0.005019089833	0.000001000000	
1039000	69.307457	1	0.158144286633	0.005068218727	0.000001000000	
1040000	68.807270	1	0.148405290130	0.005229162634	0.000001000000	
1041000	68.338985	1	0.146731227881	0.005384470316	0.000001000000	
1042000	67.817676	1	0.145172076114	0.005562795301	0.000001000000	
1043000	67.615425	1	0.144621251920	0.005633559241	0.000001000000	
1044000	68.738825	1	0.148136450367	0.005251579857	0.000001000000	
1045000	69.461041	1	0.156950672672	0.005019801660	0.000001000000	
1046000	69.586300	1	0.154212292197	0.004980656660	0.000001000000	
1047000	69.573746	1	0.153690160015	0.004984566157	0.000001000000	
1048000	69.211558	1	0.158725518074	0.005098687247	0.000001000000	
1049000	66.600700	1	0.142141032365	0.006002414241	0.000001000000	
1050000	69.536185	1	0.152953281954	0.004996281511	0.000001000000	
1051000	68.016359	1	0.163283793355	0.005494145599	0.000001000000	
1052000	69.556497	1	0.153295230023	0.004989942805	0.000001000000	
1053000	69.581641	1	0.153957770109	0.004982107370	0.000001000000	
1054000	69.532583	1	0.156123071427	0.004997406531	0.000001000000	
1055000	69.555722	1	0.155742770314	0.004990184364	0.000001000000	
1056000	68.172041	1	0.146205715119	0.005440945934	0.000001000000	
1057000	69.571242	1	0.155401305261	0.004985346230	0.000001000000	
1058000	69.563001	1	0.155596057938	0.004987914747	0.000001000000	
1059000	69.513514	1	0.152643770924	0.005003365984	0.000001000000	
1060000	69.378426	1	0.157648304522	0.005045788387	0.000001000000	
1061000	67.934084	1	0.163522213467	0.005522470247	0.000001000000	
1062000	68.798758	1	0.160651945570	0.005231945076	0.000001000000	
1063000	69.439297	1	0.151871372140	0.005026628442	0.000001000000	
1064000	69.170496	1	0.150071098041	0.005111789357	0.000001000000	
1065000	69.583161	1	0.154025929072	0.004981634021	0.000001000000	
1066000	69.459220	1	0.156968147266	0.005020373184	0.000001000000	
1067000	69.566616	1	0.155515277027	0.004986787852	0.000001000000	
1068000	69.453108	1	0.157025905993	0.005022291270	0.000001000000	
1069000	69.518284	1	0.156318711600	0.005001874629	0.000001000000	
1070000	67.187406	1	0.165497144456	0.005786297637	0.000001000000	
1071000	69.469726	1	0.156865606396	0.005017077758	0.000001000000	
1072000	69.471105	1	0.152171408143	0.005016645382	0.000001000000	
1073000	69.051371	1	0.149468174606	0.005149990259	0.000001000000	
1074000	69.348821	1	0.157863867397	0.005055133187	0.000001000000	
1075000	69.511097	1	0.156409503808	0.005004121910	0.000001000000	
1076000	69.370008	1	0.151312196423	0.005048443570	0.000001000000	
1077000	69.574578	1	0.155309099900	0.004984306935	0.000001000000	
1078000	68.290159	1	0.162448722110	0.005400926807	0.000001000000	
1079000	69.334422	1	0.151059243885	0.005059684425	0.000001000000	
1080000	69.575593	1	0.153744376808	0.004983990724	0.000001000000	
1081000	69.526759	1	0.152817768620	0.004999225784	0.000001000000	
1082000	69.215321	1	0.150319058537	0.005097488246	0.000001000000	
1083000	68.752504	1	0.148189356950	0.005247091916	0.000001000000	
1084000	68.399066	1	0.146927840516	0.005364289338	0.000001000000	
1085000	69.545769	1	0.153104295708	0.004993289533	0.000001000000	
1086000	69.309401	1	0.158131581708	0.005067603139	0.000001000000	
1087000	69.535847	1	0.152948218926	0.004996387102	0.000001000000	
1088000	69.588174	1	0.154559415877	0.004980073380	0.000001000000	
1089000	68.745007	1	0.148160311649	0.005249551131	0.000001000000	
1090000	69.576446	1	0.155252485775	0.004983725094	0.000001000000	
1091000	69.351452	1	0.157845260734	0.005054302092	0.000001000000	
1092000	69.586990	1	0.154271945474	0.004980441859	0.000001000000	
1093000	69.424672	1	0.151744140201	0.005031224991	0.000001000000	
1094000	69.510104	1	0.152601514465	0.005004432508	0.000001000000	
1095000	69.588206	1	0.154540140781	0.004980063551	0.000001000000	
1096000	69.537675	1	0.152975790901	0.004995816226	0.000001000000	
1097000	67.927743	1	0.145482850115	0.005524659255	0.000001000000	
1098000	69.411701	1	0.157387324228	0.005035305577	0.000001000000	
1099000	69.551018	1	0.155828960624	0.004991651822	0.000001000000	
1100000	69.439169	1	0.157152995628	0.005026668684	0.000001000000	
1101000	68.990469	1	0.159838538230	0.005169630505	0.000001000000	
1102000	69.149025	1	0.149956870759	0.005118653803	0.000001000000	
1103000	69.487274	1	0.156683728734	0.005011578219	0.000001000000	
1104000	68.974622	1	0.149113196241	0.005174753164	0.000001000000	
1105000	68.379710	1	0.162159199040	0.005370782630	0.000001000000	
1106000	68.891264	1	0.148750633346	0.005201783168	0.000001000000	
1107000	68.974515	1	0.149112714944	0.005174787882	0.000001000000	
1108000	69.547951	1	0.153140972406	0.004992608861	0.000001000000	
1109000	68.218253	1	0.146348336470	0.005425253931	0.000001000000	
1110000	68.186539	1	0.162772988052	0.005436017963	0.000001000000	
1111000	69.588141	1	0.154573561068	0.004980083751	0.000001000000	
1112000	68.718448	1	0.148058360920	0.005258272342	0.000001000000	
1113000	68.965631	1	0.159950208545	0.005177661969	0.000001000000	
1114000	69.497547	1	0.152453309628	0.005008361672	0.000001000000	
1115000	69.547295	1	0.153129853246	0.004992813320	0.000001000000	
1116000	68.194759	1	0.162747656624	0.005433226077	0.000001000000	
1117000	64.686290	1	0.170858772037	0.006765338904	0.000001000000	
1118000	68.683496	1	0.147926347208	0.005269771586	0.000001000000	
1119000	69.500331	1	0.156537974540	0.005007489995	0.000001000000	
1120000	69.333080	1	0.151050052893	0.005060108956	0.000001000000	
1121000	69.572102	1	0.153644743701	0.004985078416	0.000001000000	
1122000	69.094372	1	0.149677643966	0.005136167794	0.000001000000	
1123000	69.566133	1	0.153496770559	0.004986938610	0.000001000000	
1124000	68.906095	1	0.160209638868	0.005196963695	0.000001000000	
1125000	69.519524	1	0.152720637721	0.005001487093	0.000001000000	
1126000	68.922962	1	0.148885970731	0.005191487970	0.000001000000	
1127000	67.167518	1	0.165546065636	0.005793494378	0.000001000000	
1128000	69.454576	1	0.152011072509	0.005021830568	0.000001000000	
1129000	69.093112	1	0.149671385086	0.005136572308	0.000001000000	
1130000	69.542289	1	0.153047660428	0.004994375917	0.000001000000	
1131000	69.458573	1	0.156974320191	0.005020576051	0.000001000000	
1132000	69.529119	1	0.156172564528	0.004998488548	0.000001000000	
1133000	68.873643	1	0.160346584262	0.005207515130	0.000001000000	
1134000	69.523594	1	0.152774622473	0.005000214711	0.000001000000	
1135000	69.482843	1	0.156731043309	0.005012966362	0.000001000000	
1136000	69.587915	1	0.154631421290	0.004980154008	0.000001000000	
1137000	69.008482	1	0.149267052386	0.005163813600	0.000001000000	
1138000	69.324487	1	0.150991773523	0.005062827143	0.000001000000	
1139000	69.573043	1	0.155352787402	0.004984785199	0.000001000000	
1140000	69.538817	1	0.152993266913	0.004995459645	0.000001000000	
1141000	69.554496	1	0.153257428404	0.004990566726	0.000001000000	
1142000	69.418870	1	0.157328007238	0.005033049916	0.000001000000	
1143000	69.587488	1	0.154326570069	0.004980286869	0.000001000000	
1144000	69.304674	1	0.158162406656	0.005069100423	0.000001000000	
1145000	69.355403	1	0.157817123341	0.005053054080	0.000001000000	
1146000	69.493325	1	0.156617422554	0.005009683220	0.000001000000	
1147000	69.032462	1	0.159644626369	0.005156080001	0.000001000000	
1148000	69.566488	1	0.153504963937	0.004986827959	0.000001000000	
1149000	69.287869	1	0.150753199577	0.005074427524	0.000001000000	
1150000	68.493508	1	0.147246075565	0.005332719213	0.000001000000	
1151000	69.468901	1	0.152149414655	0.005017336315	0.000001000000	
1152000	69.403555	1	0.157453304994	0.005037869875	0.000001000000	
1153000	69.507978	1	0.156447593716	0.005005097505	0.000001000000	
1154000	68.301314	1	0.146610077397	0.005397162794	0.000001000000	
1155000	68.961654	1	0.149055338339	0.005178948843	0.000001000000	
1156000	68.995190	1	0.149206160889	0.005168105323	0.000001000000	
1157000	68.385255	1	0.162140963584	0.005368921507	0.000001000000	
1158000	69.577100	1	0.153791622730	0.004983521301	0.000001000000	
1159000	68.834443	1	0.160508195887	0.005220289408	0.000001000000	
1160000	69.424036	1	0.157284490257	0.005031424981	0.000001000000	
1161000	69.325527	1	0.150998778297	0.005062498037	0.000001000000	
1162000	69.483184	1	0.156727434455	0.005012859430	0.000001000000	
1163000	69.525996	1	0.152807259138	0.004999464374	0.000001000000	
1164000	69.586788	1	0.154770178645	0.004980504758	0.000001000000	
1165000	67.894842	1	0.163634156486	0.005536031258	0.000001000000	
1166000	69.491011	1	0.152380203656	0.005010407924	0.000001000000	
1167000	69.588031	1	0.154416912937	0.004980118028	0.000001000000	
1168000	67.558063	1	0.164553918346	0.005653792603	0.000001000000	
1169000	69.552504	1	0.155802354852	0.004991188247	0.000001000000	
1170000	69.321649	1	0.158050502224	0.005063725417	0.000001000000	
1171000	69.057854	1	0.149499230491	0.005147903927	0.000001000000	
1172000	69.583703	1	0.154970548468	0.004981465211	0.000001000000	
1173000	69.572253	1	0.155374398926	0.004985031217	0.000001000000	
1174000	69.041364	1	0.149420584978	0.005153212331	0.000001000000	
1175000	67.633713	1	0.164353157020	0.005627123864	0.000001000000	
1176000	69.423595	1	0.151734997780	0.005031563612	0.000001000000	
1177000	67.940798	1	0.145520278235	0.005520153400	0.000001000000	
1178000	69.258710	1	0.158450035691	0.005083683581	0.000001000000	
1179000	68.800491	1	0.160645035388	0.005231378459	0.000001000000	
1180000	69.519181	1	0.152716164089	0.005001594281	0.000001000000	
1181000	69.416692	1	0.151677072944	0.005033735009	0.000001000000	
1182000	69.344496	1	0.151128983571	0.005056499931	0.000001000000	
1183000	69.344828	1	0.151131306951	0.005056394958	0.000001000000	
1184000	69.450329	1	0.151971483923	0.005023163722	0.000001000000	
1185000	69.255626	1	0.150554608442	0.005084663785	0.000001000000	
1186000	69.361773	1	0.157771260922	0.005051042562	0.000001000000	
1187000	68.993820	1	0.159823305243	0.005168547845	0.000001000000	
1188000	69.348263	1	0.151155423463	0.005055309606	0.000001000000	
1189000	69.171623	1	0.150077173265	0.005111429151	0.000001000000	
1190000	69.581330	1	0.155078358811	0.004982203955	0.000001000000	
1191000	69.435881	1	0.157182107217	0.005027701768	0.000001000000	
1192000	68.715100	1	0.148045613025	0.005259372608	0.000001000000	
1193000	69.577688	1	0.153810919927	0.004983338149	0.000001000000	
1194000	69.314149	1	0.150922865901	0.005066099590	0.000001000000	
1195000	67.196687	1	0.165474259533	0.005782942039	0.000001000000	
1196000	69.558081	1	0.153326011914	0.004989448850	0.000001000000	
1197000	69.527410	1	0.152826771832	0.004999022564	0.000001000000	
1198000	69.560142	1	0.153367293074	0.004988806288	0.000001000000	
1199000	69.538877	1	0.156029036415	0.004995440907	0.000001000000	
1200000	69.545136	1	0.155929405714	0.004993487219	0.000001000000	
1201000	69.450308	1	0.151971291516	0.005023170253	0.000001000000	
1202000	69.435894	1	0.151841238027	0.005027697559	0.000001000000	
1203000	69.575873	1	0.155270291327	0.004983903470	0.000001000000	
1204000	69.534879	1	0.152933813219	0.004996689411	0.000001000000	
1205000	69.507063	1	0.156458620776	0.005005383558	0.000001000000	
1206000	68.917834	1	0.148863871779	0.005193152332	0.000001000000	
1207000	69.201732	1	0.158780786810	0.005101819486	0.000001000000	
1208000	68.074776	1	0.145911962145	0.005474122664	0.000001000000	
1209000	69.509000	1	0.152588038681	0.005004777644	0.000001000000	
1210000	69.586897	1	0.154263000515	0.004980471038	0.000001000000	
1211000	69.587744	1	0.154362277727	0.004980207102	0.000001000000	
1212000	69.549995	1	0.155846971603	0.004991971011	0.000001000000	
1213000	69.588087	1	0.154591368553	0.004980100609	0.000001000000	
1214000	67.035130	1	0.143155368401	0.005841629993	0.000001000000	
1215000	69.564149	1	0.153452151231	0.004987556937	0.000001000000	
1216000	69.400149	1	0.151542762351	0.005038942327	0.000001000000	
1217000	69.582270	1	0.155038298253	0.004981911318	0.000001000000	
1218000	69.405700	1	0.151587159967	0.005037194331	0.000001000000	
1219000	68.366652	1	0.146821234132	0.005375167671	0.000001000000	
1220000	69.587679	1	0.154670886250	0.004980227588	0.000001000000	
1221000	69.290930	1	0.150772578547	0.005073456866	0.000001000000	
1222000	69.083601	1	0.159398841133	0.005139626591	0.000001000000	
1223000	67.864426	1	0.163720174470	0.005546565417	0.000001000000	
1224000	69.463239	1	0.152093804261	0.005019112166	0.000001000000	
1225000	69.579813	1	0.155137644246	0.004982676376	0.000001000000	
1226000	69.569188	1	0.153569618780	0.004985986262	0.000001000000	
1227000	65.923616	1	0.140659952800	0.006261874115	0.000001000000	
1228000	68.955589	1	0.149028469789	0.005180912477	0.000001000000	
1229000	69.426516	1	0.157263367707	0.005030645382	0.000001000000	
1230000	69.460873	1	0.152070932931	0.005019854527	0.000001000000	
1231000	68.818378	1	0.148449935914	0.005225533344	0.000001000000	
1232000	69.573993	1	0.153697205941	0.004984489154	0.000001000000	
1233000	69.103276	1	0.159301137983	0.005133310329	0.000001000000	
1234000	69.543655	1	0.155953600317	0.004993949465	0.000001000000	
1235000	69.553378	1	0.153236787064	0.004990915473	0.000001000000	
1236000	69.466395	1	0.152124638319	0.005018122414	0.000001000000	
1237000	69.549184	1	0.153162147638	0.004992224060	0.000001000000	
1238000	68.612159	1	0.147663948907	0.005293319574	0.000001000000	
1239000	69.430735	1	0.151796176476	0.005029318919	0.000001000000	
1240000	68.866781	1	0.148648057097	0.005209749244	0.000001000000	
1241000	69.532811	1	0.152903464741	0.004997335359	0.000001000000	
1242000	68.641163	1	0.161253685085	0.005283732870	0.000001000000	
1243000	69.465217	1	0.156910144582	0.005018491853	0.000001000000	
1244000	69.585524	1	0.154866245125	0.004980898302	0.000001000000	
1245000	69.222756	1	0.158661682461	0.005095120291	0.000001000000	
1246000	68.213732	1	0.162688933513	0.005426786926	0.000001000000	
1247000	69.300328	1	0.158190533135	0.005070477709	0.000001000000	
1248000	68.791419	1	0.160681134134	0.005234345497	0.000001000000	
1249000	68.791325	1	0.148341718470	0.005234376384	0.000001000000	
1250000	69.349913	1	0.157856157995	0.005054788274	0.000001000000	
1251000	69.490163	1	0.152370898176	0.005010673510	0.000001000000	
1252000	69.412157	1	0.151639646027	0.005035161853	0.000001000000	
1253000	69.585000	1	0.154899171725	0.004981061564	0.000001000000	
1254000	69.579544	1	0.153875644353	0.004982760169	0.000001000000	
1255000	69.325793	1	0.158022658017	0.005062413997	0.000001000000	
1256000	69.387494	1	0.151443895649	0.005042929474	0.000001000000	
1257000	68.192398	1	0.162754939717	0.005434027900	0.000001000000	
1258000	67.157639	1	0.165570309082	0.005797072655	0.000001000000	
1259000	69.584160	1	0.154076487366	0.004981323003	0.000001000000	
1260000	68.892850	1	0.160265895378	0.005201267848	0.000001000000	
1261000	69.577957	1	0.155203325709	0.004983254599	0.000001000000	
1262000	69.172451	1	0.158941589991	0.005111164790	0.000001000000	
1263000	69.321415	1	0.150971163566	0.005063799267	0.000001000000	
1264000	68.810962	1	0.148420098855	0.005227955870	0.000001000000	
1265000	69.139940	1	0.159113877049	0.005121560882	0.000001000000	
1266000	67.571899	1	0.144505796831	0.005648905578	0.000001000000	
1267000	69.534602	1	0.152929715162	0.004996775917	0.000001000000	
1268000	69.270684	1	0.150646135874	0.005079880592	0.000001000000	
1269000	69.451973	1	0.151986741217	0.005022647450	0.000001000000	
1270000	69.542371	1	0.155974260463	0.004994350375	0.000001000000	
1271000	69.528720	1	0.152845062891	0.004998613033	0.000001000000	
1272000	69.201238	1	0.150239679978	0.005101977001	0.000001000000	
1273000	69.584744	1	0.154108979536	0.004981141150	0.000001000000	
1274000	69.580211	1	0.153900563738	0.004982552567	0.000001000000	
1275000	69.572318	1	0.155372655575	0.004985011140	0.000001000000	
1276000	69.541354	1	0.155990410595	0.004994667740	0.000001000000	
1277000	68.331916	1	0.162314853954	0.005386849693	0.000001000000	
1278000	68.401345	1	0.162087840774	0.005363525085	0.000001000000	
1279000	69.527359	1	0.156197164299	0.004999038525	0.000001000000	
1280000	69.089655	1	0.159368975686	0.005137682330	0.000001000000	
1281000	67.278835	1	0.165270178115	0.005753327193	0.000001000000	
1282000	68.542712	1	0.147416753126	0.005316344831	0.000001000000	
1283000	69.143460	1	0.149927707691	0.005120434283	0.000001000000	
1284000	69.237162	1	0.158578143452	0.005090534615	0.000001000000	
1285000	69.162238	1	0.150026840451	0.005114428312	0.000001000000	
1286000	69.296594	1	0.150808697245	0.005071661136	0.000001000000	
1287000	68.611507	1	0.161361634766	0.005293535208	0.000001000000	
1288000	69.581537	1	0.153953419085	0.004982139694	0.000001000000	
1289000	69.060427	1	0.149511606964	0.005147076068	0.000001000000	
1290000	69.496963	1	0.152446683480	0.005008544196	0.000001000000	
1291000	69.548813	1	0.155867488514	0.004992339891	0.000001000000	
1292000	68.675240	1	0.147895507651	0.005272491463	0.000001000000	
1293000	69.216569	1	0.150326161083	0.005097090709	0.000001000000	
1294000	68.509465	1	0.161722184140	0.005327403269	0.000001000000	
1295000	67.307115	1	0.165199264177	0.005743166946	0.000001000000	
1296000	69.547135	1	0.153127148604	0.004992863302	0.000001000000	
1297000	69.020941	1	0.159698500816	0.005159794330	0.000001000000	
1298000	69.449617	1	0.157058315674	0.005023387074	0.000001000000	
1299000	68.926755	1	0.160120862385	0.005190257474	0.000001000000	
1300000	68.992574	1	0.159828972664	0.005168950286	0.000001000000	
1301000	69.326449	1	0.151004997715	0.005062206378	0.000001000000	
1302000	69.160591	1	0.150018062747	0.005114954812	0.000001000000	
1303000	69.225278	1	0.150376053608	0.005094317174	0.000001000000	
1304000	69.544961	1	0.155932289929	0.004993541912	0.000001000000	
1305000	69.010452	1	0.159747095063	0.005163177885	0.000001000000	
1306000	69.234003	1	0.158596601309	0.005091539790	0.000001000000	
1307000	68.917161	1	0.148860977752	0.005193370777	0.000001000000	
1308000	69.160388	1	0.150016981613	0.005115019731	0.000001000000	
1309000	69.389263	1	0.151457532128	0.005042371771	0.000001000000	
1310000	69.540612	1	0.156002081380	0.004994899250	0.000001000000	
1311000	69.414501	1	0.157364301442	0.005034424502	0.000001000000	
1312000	69.172690	1	0.150082929119	0.005111088336	0.000001000000	
1313000	69.507395	1	0.152568595771	0.005005279885	0.000001000000	
1314000	69.261638	1	0.158432321380	0.005082753500	0.000001000000	
1315000	68.330192	1	0.162320419750	0.005387430203	0.000001000000	
1316000	69.345684	1	0.151137302637	0.005056124399	0.000001000000	
1317000	66.904867	1	0.166178330939	0.005889383550	0.000001000000	
1318000	69.537895	1	0.156044082509	0.004995747477	0.000001000000	
1319000	69.550664	1	0.155835222340	0.004991762300	0.000001000000	
1320000	69.063351	1	0.159497522146	0.005146135538	0.000001000000	
1321000	68.987734	1	0.159850937592	0.005170514059	0.000001000000	
1322000	68.597590	1	0.147611447678	0.005298141556	0.000001000000	
1323000	69.587836	1	0.154645927662	0.004980178635	0.000001000000	
1324000	69.588180	1	0.154466705484	0.004980071587	0.000001000000	
1325000	67.904774	1	0.145417299311	0.005532595809	0.000001000000	
1326000	69.552265	1	0.153216552254	0.004991262877	0.000001000000	
1327000	66.258194	1	0.141378760927	0.006132290658	0.000001000000	
1328000	69.377574	1	0.151368525367	0.005046056778	0.000001000000	
1329000	69.435842	1	0.151840784504	0.005027713742	0.000001000000	
1330000	69.482156	1	0.152284942886	0.005013181445	0.000001000000	
1331000	69.283304	1	0.150724475537	0.005075875490	0.000001000000	
1332000	68.721333	1	0.160953862387	0.005257324339	0.000001000000	
1333000	69.588135	1	0.154447684472	0.004980085418	0.000001000000	
1334000	69.514457	1	0.156367601440	0.005003071060	0.000001000000	
1335000	69.571890	1	0.153639057100	0.004985144498	0.000001000000	
1336000	69.578475	1	0.153837599278	0.004983093125	0.000001000000	
1337000	68.831706	1	0.160519330502	0.005221182372	0.000001000000	
1338000	69.503005	1	0.156506831641	0.005006653280	0.000001000000	
1339000	68.069575	1	0.163126739913	0.005475902368	0.000001000000	
1340000	69.051207	1	0.149467393032	0.005150042932	0.000001000000	
1341000	69.311999	1	0.158114528783	0.005066780268	0.000001000000	
1342000	69.257722	1	0.158455998763	0.005083997612	0.000001000000	
1343000	69.588091	1	0.154433238717	0.004980099151	0.000001000000	
1344000	69.578856	1	0.155172324611	0.004982974500	0.000001000000	
1345000	69.578029	1	0.153822329437	0.004983232200	0.000001000000	
1346000	69.531413	1	0.156139949405	0.004997771840	0.000001000000	
1347000	69.584876	1	0.154906548537	0.004981100127	0.000001000000	
1348000	69.233167	1	0.150421753012	0.005091805920	0.000001000000	
1349000	69.538128	1	0.152982690455	0.004995674960	0.000001000000	
1350000	69.577387	1	0.153800964563	0.004983432015	0.000001000000	
1351000	69.283614	1	0.158296807358	0.005075777127	0.000001000000	
1352000	69.510847	1	0.156412581390	0.005004200016	0.000001000000	
1353000	69.252114	1	0.150533554042	0.005085779917	0.000001000000	
1354000	68.930367	1	0.148918017197	0.005189086011	0.000001000000	
1355000	69.588047	1	0.154421077669	0.004980112874	0.000001000000	
1356000	68.371964	1	0.162184609046	0.005373383400	0.000001000000	
1357000	69.356629	1	0.157808341498	0.005052666735	0.000001000000	
1358000	68.973096	1	0.149106359553	0.005175246610	0.000001000000	
1359000	69.582046	1	0.155048138986	0.004981981217	0.000001000000	
1360000	69.579052	1	0.155165365529	0.004982913389	0.000001000000	
1361000	69.196316	1	0.158810963091	0.005103546889	0.000001000000	
1362000	69.554856	1	0.153264132027	0.004990454689	0.000001000000	
1363000	69.584023	1	0.154953997408	0.004981365550	0.000001000000	
1364000	69.527023	1	0.152821415717	0.004999143332	0.000001000000	
1365000	69.571853	1	0.153638069469	0.004985156019	0.000001000000	
1366000	69.588038	1	0.154418680309	0.004980115812	0.000001000000	
1367000	69.587455	1	0.154700831565	0.004980297306	0.000001000000	
1368000	69.454363	1	0.152009074372	0.005021897354	0.000001000000	
1369000	68.112954	1	0.162996964127	0.005461076372	0.000001000000	
1370000	69.465359	1	0.156908756123	0.005018447369	0.000001000000	
1371000	69.071396	1	0.149564687949	0.005143548705	0.000001000000	
1372000	69.513356	1	0.156381432074	0.005003415319	0.000001000000	
1373000	69.443657	1	0.157112736418	0.005025258661	0.000001000000	
1374000	69.110179	1	0.159266411010	0.005131096042	0.000001000000	
1375000	68.411117	1	0.162055422055	0.005360250392	0.000001000000	
1376000	69.572075	1	0.155379199649	0.004985086714	0.000001000000	
1377000	69.561225	1	0.153389597940	0.004988468576	0.000001000000	
1378000	68.300232	1	0.162416604656	0.005397527614	0.000001000000	
1379000	67.742088	1	0.144963314218	0.005589137707	0.000001000000	
1380000	69.516722	1	0.152684398892	0.005002363060	0.000001000000	
1381000	69.250124	1	0.158501556565	0.005086412488	0.000001000000	
1382000	69.494949	1	0.156599272308	0.005009174735	0.000001000000	
1383000	69.320583	1	0.158057629106	0.005064062747	0.000001000000	
1384000	69.223405	1	0.150365276579	0.005094913455	0.000001000000	
1385000	69.515883	1	0.152673690858	0.005002625253	0.000001000000	
1386000	69.584178	1	0.154077483004	0.004981317222	0.000001000000	
1387000	67.943631	1	0.145528418559	0.005519175890	0.000001000000	
1388000	69.446278	1	0.157088948744	0.005024435710	0.000001000000	
1389000	68.288124	1	0.162455198792	0.005401613945	0.000001000000	
1390000	69.477920	1	0.156782468931	0.005014509041	0.000001000000	
